[warn] --hard_sparse_forward enables sparse-z-as-x mode. This is NOT pure ELSA and is known to be worse at 80%+ sparsity. Consider dropping the flag.
====================================================================================================
Windowed ELSA / ELSA-L ADMM Sparsification
====================================================================================================
Model id             : mistralai/Mistral-7B-Instruct-v0.3
    cached rows 4000-4000/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4016-4016/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4032-4032/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4048-4048/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4064-4064/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4080-4080/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4096-4096/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4112-4112/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4128-4128/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4144-4144/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4160-4160/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4176-4176/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4192-4192/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4208-4208/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4224-4224/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4240-4240/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4256-4256/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4272-4272/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4288-4288/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4304-4304/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4320-4320/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4336-4336/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4352-4352/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4368-4368/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4384-4384/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4400-4400/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4416-4416/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4432-4432/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4448-4448/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4464-4464/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4480-4480/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4496-4496/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4512-4512/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4528-4528/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4544-4544/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4560-4560/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4576-4576/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4592-4592/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4608-4608/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4624-4624/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4640-4640/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4656-4656/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4672-4672/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4688-4688/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4704-4704/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4720-4720/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4736-4736/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4752-4752/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4768-4768/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4784-4784/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4800-4800/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4816-4816/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4832-4832/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4848-4848/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4864-4864/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4880-4880/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4896-4896/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4912-4912/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4928-4928/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4944-4944/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4960-4960/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4976-4976/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 4992-4992/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5008-5008/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5024-5024/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5040-5040/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5056-5056/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5072-5072/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5088-5088/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5104-5104/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5120-5120/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5136-5136/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5152-5152/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5168-5168/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5184-5184/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5200-5200/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5216-5216/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5232-5232/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5248-5248/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5264-5264/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5280-5280/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5296-5296/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5312-5312/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5328-5328/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5344-5344/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5360-5360/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5376-5376/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5392-5392/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5408-5408/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5424-5424/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5440-5440/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5456-5456/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5472-5472/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5488-5488/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5504-5504/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5520-5520/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5536-5536/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5552-5552/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5568-5568/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5584-5584/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5600-5600/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5616-5616/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5632-5632/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5648-5648/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5664-5664/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5680-5680/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5696-5696/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5712-5712/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5728-5728/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5744-5744/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5760-5760/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5776-5776/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5792-5792/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5808-5808/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5824-5824/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5840-5840/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5856-5856/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5872-5872/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5888-5888/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5904-5904/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5920-5920/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5936-5936/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5952-5952/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5968-5968/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 5984-5984/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6000-6000/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6016-6016/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6032-6032/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6048-6048/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6064-6064/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6080-6080/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6096-6096/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6112-6112/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6128-6128/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6144-6144/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6160-6160/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6176-6176/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6192-6192/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6208-6208/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6224-6224/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6240-6240/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6256-6256/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6272-6272/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6288-6288/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6304-6304/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6320-6320/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6336-6336/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6352-6352/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6368-6368/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6384-6384/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6400-6400/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6416-6416/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6432-6432/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6448-6448/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
    cached rows 6464-6464/8192  cuda=alloc=13.89GB reserved=14.19GB max=14.13GB
